filename	topic	secondary_topic	one_line_summary
09513.md	content-creation	design	# Create Anything with Nano Banana Pro, Here’s How
09514.md	gemini	content-creation	# Sundar Pichai: Gemini 3, Vibe Coding and Google's Full Stack Strategy
09515.md	gemini	content-creation	# Gemini 3, Nano Banana, and The Week That Changed AI
09516.md	ai-agents	gemini	# Real World Testing: Opus 4.5 vs. Gemini 3 vs. ChatGPT 5.1
09517.md	content-creation	sn-script	# The Most Important Tech of the Week Isn’t Robots or Disney—It’s Infinity Code
09518.md	content-creation	sn-script	# Stop Feeding AI Context... Make It Research for You
09519.md	sn-script	claude-code	# The Thinking Game | Full documentary | Tribeca Film Festival official selection
09520.md	content-creation	design	# 11 FREE AI Tools That WILL Replace Your Paid Apps
09521.md	design	sn-script	# Gemini 3 Shook OpenAI To Its Core
09522.md	sn-confirm	sn-script	# Anthropic won. This is my new favorite model (sorry Gemini…)
09523.md	content-creation	design	# Trees Are So Weird
09524.md	content-creation	sn-script	# AI Executive Order Gets Paused
09525.md	other-ai-tool	ai-agents	# Claude Opus 4.5
09526.md	content-creation	sn-script	# Ilya Sutskever – We're moving from the age of scaling to the age of research
09527.md	sn-rosetta	sn-script	# How to surf the AI wave without losing our brains | Roman Paeske | TEDxSomerset West
09528.md	content-creation	design	# Claude turns chaotic evil
09529.md	economics-investing	design	# The Secret Marketing Strategy That Built a16z: From Zero to Legendary VC Firm
09530.md	design	sn-script	# AI Certifications Focus on Tools NOT Skills—Here's a Better Way
09531.md	content-creation	design	# AI Safety Expert: Will AI Destroy Humanity?
09532.md	economics-investing	sn-script	# Global Class Hierarchies Explained
09533.md	ai-agents	content-creation	# Claude Agent Skills Explained
09534.md	sn-confirm	sn-script	# Google won image generation (it's not even close) NANO BANANA PRO BREAKDOWN
09535.md	economics-investing	biology-neuroscience	# The Gemini 3 Debate | The Brainstorm EP 111
09536.md	ai-agents	sn-script	# Why Claude Opus 4.5 Changes What's Possible with Vibe Coding
09537.md	ai-general	philosophy-epistemology	# AI Dual Manifold Cognitive Architecture (Experts only)
09538.md	content-creation	self-improvement	# 5 Strange Habits You Pick Up as a Heavy AI User
09539.md	sn-script	content-creation	# Black Friday GPT
09540.md	content-creation	other-ai-tool	# Study Says AI Can Automate 57% of Current Human Work Hours
09541.md	content-creation	chatgpt	# How OpenAI Builds for 800 Million Weekly Users: Model Specialization and Fine-Tuning
09542.md	biology-evolution	physics-cosmology	# Denis Noble: "Neo-Darwinism Is Dead" | We Need A Biology Beyond Genes
09543.md	ai-safety	content-creation	# You have TWO YEARS LEFT to prepare  - Dr. Roman Yampolskiy
09544.md	biology-evolution	content-creation	# Scientists Are Calling It an “AI Species”—Here’s Why
09545.md	claude-code	content-creation	# AlphaFold: Grand challenge to Nobel Prize | John Jumper
09546.md	chatgpt	content-creation	# AI NEWS: Did Google Just Get DETHRONED?
09547.md	content-creation	sn-script	# If you write code, please watch this.
09548.md	content-creation	sn-script	# The Best Consumer Startup Ideas Were Impossible Until Now
09549.md	ai-agents	content-creation	# Antigravity solves the invert pendulum
09550.md	content-creation	design	# Elon Musk: A Different Conversation w/ Nikhil Kamath | Full Episode | People by WTF Ep. 16
09551.md	design	ai-agents	# Agents Will Kill Your Ul by 2026--Unless You Build This Instead
09552.md	design	economics-investing	# Watch This To Get Ahead In 2026
09553.md	content-creation	sn-script	# Hey Vsauce, Does Anything Exist?
09554.md	design	sn-script	# Medical Trainees: How to Learn FASTER as a Busy Doctor
09555.md	content-creation	sn-script	# Michael Levin: Hidden Reality of Alien Intelligence & Biological Life | Lex Fridman Podcast #486
09556.md	content-creation	design	# How Big a Deal is the USA's AI Genesis Mission?
09557.md	content-creation	economics-investing	# The $700 Billion AI Productivity Problem No One's Talking About
09558.md	chatgpt	content-creation	# How OpenAI Shapes Its Research And What's Next - EP 46 Mark Chen
09559.md	design	sn-script	# China, Robotics, & Open-Source AI | Clem Delangue
09560.md	content-creation	design	# China Just Popped America's AI Bubble: Cyrus Janssen Reveals What Happens Next!
09561.md	sn-script	content-creation	# The US is behind Europe and China, GENESIS is just playing catch-up
09562.md	sn-rosetta	ai-models	# Why are Transformers replacing CNNs?
09563.md	content-creation	sn-script	# Runway Ups the Ante Against Google, OpenAI
09564.md	content-creation	economics-investing	# Marc Andreessen Predicts AI’s Critical Turning Point
09565.md	content-creation	sn-script	# AlphaFold - The Most Important AI Breakthrough Ever Made
09566.md	ai-agents	design	# Defying Gravity - Kevin Hou, Google DeepMind
09567.md	ai-agents	sn-script	# No Vibes Allowed: Solving Hard Problems in Complex Codebases – Dex Horthy, HumanLayer
09568.md	sn-script	content-creation	# Sam Altman declares CODE RED
09569.md	content-creation	sn-prompt	# Stop Getting Purple Gradients From AI (The Prompting Altitude Fix)
09570.md	other-ai-tool	design	# Deepseek did it again...
09571.md	sn-script	content-creation	# Unfair Advantage | Highlights from AIPCon 8
09572.md	other-ai-tool	mcp	# Anthropic is trying SO hard to fix MCP...
09573.md	other-ai-tool	ai-agents	# Anthropic's First PM: Opus 4.5, Rethinking Model Scaffolding & Safety as a Competitive Advantage
09574.md	ai-models	design	# S3 EP9 - Fluid Intelligence with Johannes Brandstetter and Siddhartha Mishra
09575.md	design	content-creation	# She Built NotebookLM. Now She’s Creating The 'Spotify of AI'
09576.md	other-ai-tool	sn-script	# DeepSeek V3.2
09577.md	biology-neuroscience	content-creation	# We’re 96% to AGI—Google’s New “Nested Brain” Model Explains Why
09578.md	ai-agents	infrastructure	# The agent evaluation revolution
09579.md	chatgpt	gemini	# OpenAI’s Code Red Explained
09580.md	chatgpt	content-creation	# OpenAI goes NUCLEAR (CODE RED)
09581.md	sn-script	biology-neuroscience	# Neuralink Overview, Fall 2025
09582.md	content-creation	sn-script	# Ex-Google Insider WARNS: "You Are Not Prepared For 2027"
09583.md	infrastructure	sn-script	# NVIDIA’s Jensen Huang on Securing American Leadership on AI
09584.md	sn-script	sn-confirm	# Why Some People Have DIVINE Aura
09585.md	sn-prompt	sn-script	# The ONLY 7 Prompts You Need to Create Any AI Video
09586.md	content-creation	ai-models	# this experiment could END the AI hype
09587.md	ai-agents	other-ai-tool	# Katelyn Lesse – Evolving Claude APIs for Agents, Anthropic
09588.md	content-creation	sn-script	# A Quiet Chinese Mobile Giant in Africa
09589.md	content-creation	design	# The World You Grew Up In Is About to Change Forever - Peter Zeihan
09590.md	sn-script	content-creation	# Anthropic SELLS OUT to Wall Street!
09591.md	design	content-creation	# New AGI Timeline, AI Could Automate 57% of US Jobs, and Claude Consciousness w/ Naveen, Salim & AW
09592.md	chatgpt	sn-confirm	# OpenAI is in "CODE RED" (Did Gemini win that hard??)
09593.md	economics-investing	content-creation	# IT'S OVER! I Can't Stay Quiet on GOOGLE vs NVIDIA Any Longer
09594.md	other-ai-tool	chatgpt	# OpenAI Preps New "Garlic" Model
09595.md	other-ai-tool	content-creation	# You Are Being Told Contradictory Things About AI
09596.md	content-creation	ai-models	# BREAKING: Grok 4.20 might be *too* good...
09597.md	chatgpt	gemini	# OpenAI's Code Red: Can New AI Models Hold Off Google Gemini?
09598.md	sn-script	ai-general	# ARC Prize 2025 Paper Award 1st Place TRM
09599.md	economics-investing	economics-macro	# AI, Tax Cuts & A New Bull Market?| ITK With Cathie Wood
09600.md	sn-script	content-creation	# Google DeepMind’s Demis Hassabis with Axios’ Mike Allen
09601.md	sn-script	ai-general	# AI Universal Income
09602.md	other-ai-tool	sn-script	# Anthropic just bought your favorite JS runtime...
09603.md	chatgpt	sn-script	# What's New with ChatGPT Voice
09604.md	sn-script	content-creation	# Alex Karp Opening Remarks | Paragon 2025
09605.md	sn-result	sn-script	# Customized Care When You Need it Most | Tampa General Hospital at Paragon 2025
09606.md	sn-script	content-creation	# Paragon 2025
09607.md	content-creation	sn-confirm	# How I code with AI right now
09608.md	content-creation	sn-script	# Can Today's AI Replace 12% of Work?
09609.md	economics-investing	chatgpt	# Want To ‘Invest' In OpenAI or SpaceX? What To Know About Tokenization
09610.md	content-creation	design	# Charisma isn't learned (Dr. K, Charisma on Command & Joe)
09611.md	design	economics-investing	# If I Started A Business in 2026, I'd Do This
09612.md	chatgpt	content-creation	# OpenAI's Code Red, Sacks vs New York Times, New Poverty Line?
09613.md	biology-neuroscience	content-creation	# How reading changes the way your brain works - BBC World Service
09614.md	sn-script	content-creation	# Dwarkesh Patel is WRONG about AGI!
09615.md	chatgpt	content-creation	# Did We Just Get the Nano Banana of Video?
09616.md	sn-confirm	sn-script	# China is winning the AI race
09617.md	ai-models	chatgpt	# Elon Reveals GROK 4.20... and it's getting scary good
09618.md	content-creation	sn-script	# Microsoft Changing AI Targets?
09619.md	content-creation	design	# Tensor Logic "Unifies" AI Paradigms [Pedro Domingos]
09620.md	sn-result	content-creation	# What 1250 Professionals Said About Working With AI
09621.md	content-creation	philosophy-consciousness	# Are We Alone in the Universe? - Hank Green
09622.md	content-creation	design	# The Chip That Could Unlock AGI.
09623.md	chatgpt	content-creation	# "Code Red" Over, OpenAI is about to blow...
09624.md	ai-agents	design	# Don't Build Agents, Build Skills Instead – Barry Zhang & Mahesh Murag, Anthropic
09625.md	ai-agents	design	# Al Agents That Actually Work: The Pattern Anthropic Just Revealed
09626.md	self-improvement	sn-prompt	# I Stopped Blaming Myself for Bad Days After Learning This Math
09627.md	other-ai-tool	content-creation	# How Anthropic uses Claude in Legal
09628.md	ai-agents	ai-general	# Grand Unified Theory of AI (Explained w/ Google ADK)
09629.md	content-creation	sn-script	# The First Signs of ASI Economics Are Showing Up… In the Weirdest Places
09630.md	chatgpt	content-creation	# Is GPT-5.2 "Garlic" Coming This Week?
09631.md	content-creation	biology-evolution	# Bret Weinstein: Humanity Just Entered an Evolutionary Trap—and AI Might Finish the Job
09632.md	content-creation	sn-script	# The AI Prompting Habit That Saves Me 10+ Hours a Week
09633.md	chatgpt	other-ai-tool	# AI News: GPT-5.2, Devstral 2, Boom Superpower, MCP Nonprofit and more!
09634.md	design	content-creation	# China's Rise, GPT-5.2, Anthropic IPO & the Battle for AI Trust w/ Emad, Salim, Dave & AWG | EP #21
09635.md	sn-confirm	sn-script	# Software Sucks Now
09636.md	content-creation	ai-coding	# Professor Answers Coding Questions | Tech Support | WIRED
09637.md	sn-script	content-creation	# IRiS Alloy Discussion #22: "Is AI Reshaping Our Sense of Trust"
09638.md	content-creation	sn-script	# What People Are Actually Using AI for Right Now
09639.md	content-creation	economics-investing	# The Unicorn Founder Who Delegated Everything.
09640.md	content-creation	design	# Pentagon "Four Months to Prepare for AGI"
09641.md	sn-script	ai-general	# NeurIPS 2025 in 12 Minutes: The 6 Shifts Most People Will Miss Until It's Too Late
09642.md	claude-code	sn-script	# Google DeepMind robotics lab tour with Hannah Fry
09643.md	sn-prompt	content-creation	# Anthropic releases method to 10× Claude Code / Opus 4.5
09644.md	design	sn-script	# Meta's SAM 3: AI Vision just got a HUGE UPGRADE (FREE)
09645.md	sn-script	content-creation	# 10 AI Projects to Learn Gemini 3, Nano Banana and Opus 4.5
09646.md	ai-agents	content-creation	# The 5 Biggest AI Stories To Watch In December
09647.md	sn-script	chatgpt	# OpenAI's Head of Product: How the Best Teams Build, Ship and Scale AI Products
09648.md	content-creation	design	# 3 skills every early-career engineer needs
09649.md	ai-agents	mcp	# A2A and MCP explained: with ADK
09650.md	ai-agents	biology-neuroscience	# Junie The Anti-Vibe Coding IDE
09651.md	content-creation	biology-evolution	# The Polymathic Poet Who Taught Himself "Impossible" Skills
09652.md	mcp	design	# Why we built—and donated—the Model Context Protocol (MCP)
09653.md	content-creation	sn-script	# The Brutal Truth About Female Attraction - Macken Murphy
09654.md	chatgpt	content-creation	# NEW GPT 5.2: A Total Bloodbath
09655.md	content-creation	sn-script	# I Fixed AI Document Formatting With One Claude Feature
09656.md	content-creation	claude-code	# The arrival of AGI | Shane Legg (co-founder of DeepMind)
09657.md	content-creation	design	# Kate Crawford | Mapping Empires
09658.md	content-creation	history	# Rick Prelinger | Lost Landscapes 02025: YEAR 20!
09659.md	other-ai-tool	ai-agents	# Anthropic gave MCP to the Linux Foundation
09660.md	sn-script	content-creation	# Space Data Center Explained
09661.md	ai-agents	chatgpt	# Anthropic Donates MCP to New Agentic AI Foundation
09662.md	content-creation	sn-script	# The State of Enterprise AI The State of Enterprise AI
09663.md	philosophy-consciousness	content-creation	# Francis Lucille: A Masterclass In Non-Duality
09664.md	sn-script	content-creation	# Big ideas begin here: Sergey Brin at Stanford
09665.md	gemini	chatgpt	# Gemini 3 Deep Think Reviewed & More AI Use Cases
09666.md	chatgpt	content-creation	# GPT 5.2 is the first HUMAN LABOR replacement
09667.md	content-creation	economics-investing	# AI Eats the World: Benedict Evans on the Next Platform Shift
09668.md	chatgpt	ai-agents	# GPT-5.2 Finally Arrived, But The Disney Deal is Bigger
09669.md	content-creation	sn-script	# GPT 5.2 is the first AI model I’d actually give my work to
09670.md	content-creation	sn-script	# What You Need to Know Before AI Gets Too Smart
09671.md	sn-script	content-creation	# AI Revise Existing Codebases & Add Features Faster
09672.md	content-creation	history	# Deciphering Secrets of Ancient Civilizations, Noah's Ark, and Flood Myths | Lex Fridman Podcast #4
09673.md	chatgpt	ai-agents	# AI NEWS: GPT-5.2 Is HERE! (Plus Runway 4.5 and the Next Image AI Leaks)
09674.md	chatgpt	content-creation	# OpenAI just dropped GPT-5.2... (WOAH)
09675.md	economics-macro	economics-investing	# The Bitcoin Standard and the Network State
09676.md	ai-models	sn-script	# Do LLMs Understand? AI Pioneer Yann LeCun Spars with DeepMind’s Adam Brown.
09677.md	sn-script	content-creation	# How Japan is Preparing for War With China
09678.md	chatgpt	content-creation	# GPT-5.2 is Here
09679.md	design	geopolitics-us-china	# Inside America’s Race To Build The Next Generation Of AI Chips
09680.md	ai-models	sn-script	# The Mathematical Foundations of Intelligence [Professor Yi Ma]
09681.md	content-creation	ai-models	# Google DeepMind: "The arrival of AGI"
09682.md	sn-script	ai-agents	# Proactive Agents – Kath Korevec, Google Labs
09683.md	ai-agents	chatgpt	# Trump Just Gutted State Al Laws, OpenAl Panicked, Al Agents Stole $4.6M--Your 10-Minute Breakdown
09684.md	content-creation	sn-script	# AI Just Solved Landing Pages  Here's the Exact System I Use
09685.md	sn-script	content-creation	# AI Vibe Coding vs  Structure Which is Better
09686.md	design	sn-script	# Learn To Learn in 109 minutes
09687.md	chatgpt	design	# AI News: Deepseek Controversy, GPT-5.2, OpenAI x Disney, Meta Closed-Source and more!
09688.md	design	sn-script	# Forward Future Live | 12/12/2025
09689.md	content-creation	design	# GPT 5.2 Release, Corporate Collapse in 2026, and 1.1M Job Loss | EP #215
